movie_title,genres,budget,gross,imdb_score,plot_keywords,sentiment,sentiment_label
Disclosure ,"['Drama', 'Thriller']",55000000.0,83000000.0,6.0,computer|marriage|non statutory female on male rape|promotion|sexual harassment,0.0,Neutral
City of Angels ,"['Drama', 'Fantasy', 'Romance']",55000000.0,78745923.0,6.7,angel|doctor|fall|heart surgeon|hospital,0.0,Neutral
Kill Bill: Vol. 1 ,['Action'],30000000.0,70098138.0,8.1,bride|coma|japan|revenge|sword,0.0,Neutral
Bowfinger ,['Comedy'],55000000.0,66365290.0,6.4,film within a film|filmmaking|guerrilla filmmaking|making of a movie|scientology parody,0.0,Neutral
Kill Bill: Vol. 2 ,"['Action', 'Crime', 'Drama', 'Thriller']",30000000.0,66207920.0,8.0,assassin|assassination|bride|death|vengeance,0.0,Neutral
Tango & Cash ,"['Action', 'Comedy', 'Crime', 'Thriller']",55000000.0,63408614.0,6.3,1980s|80s action|escape|plea bargain|prison,0.0,Neutral
Death Becomes Her ,"['Comedy', 'Fantasy', 'Horror']",55000000.0,58422650.0,6.4,plastic surgeon|rejuvenation|revenge|rival|rivalry,0.0,Neutral
Shanghai Noon ,"['Action', 'Adventure', 'Comedy', 'Western']",55000000.0,56932305.0,6.6,19th century|chinese|princess|rescue|travel,0.0,Neutral
Executive Decision ,"['Action', 'Adventure', 'Thriller']",55000000.0,68750000.0,6.4,bomb|hostage|military|plane|terrorist,0.0,Neutral
Mr. Popper's Penguins ,"['Comedy', 'Family', 'Fantasy']",55000000.0,68218041.0,6.0,father|penguin|snowglobe|son|winter,0.0,Neutral
The Forbidden Kingdom ,"['Action', 'Adventure', 'Fantasy']",55000000.0,25040293.0,6.6,monkey king|staff|teenager|urination|warrior,-0.05,Negative
Free Birds ,"['Adventure', 'Animation', 'Comedy', 'Family']",55000000.0,55747724.0,5.9,chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird,0.0,Neutral
Alien 3 ,"['Action', 'Horror', 'Sci-Fi']",50000000.0,55473600.0,6.4,alien|crash|planet|prison|survivor,0.0,Neutral
Evita ,"['Biography', 'Drama', 'History', 'Musical']",55000000.0,49994804.0,6.3,actress|argentina|military|politics|singer,0.0,Neutral
Ronin ,"['Action', 'Adventure', 'Crime', 'Thriller']",55000000.0,41609593.0,7.3,case|ex kgb|ronin|russian|suitcase,0.0,Neutral
The Ghost and the Darkness ,"['Adventure', 'Drama', 'Horror', 'Thriller']",55000000.0,38553833.0,6.8,bridge|engineer|hunter|lion|railway,0.0,Neutral
Paddington ,"['Animation', 'Comedy', 'Family', 'Fantasy']",55000000.0,76137505.0,7.2,bear|ear wax cleaning|fake newsreel|paddington station london|taxidermist,0.0,Neutral
The Watch ,"['Action', 'Comedy', 'Sci-Fi']",68000000.0,34350553.0,5.7,alien|escape|manager|neighborhood watch|ohio,0.0,Neutral
The Hunted ,"['Action', 'Crime', 'Drama', 'Thriller']",55000000.0,34238611.0,6.0,capture|combat|fbi|hunter|special forces,0.0,Neutral
Instinct ,"['Drama', 'Thriller']",55000000.0,34098563.0,6.5,africa|anthropologist|murder|poacher|psychiatrist,0.0,Neutral
Stuck on You ,['Comedy'],55000000.0,33828318.0,5.8,actor|conjoined twins|cook|internet|short order cook,0.0,Neutral
Semi-Pro ,"['Comedy', 'Sport']",55000000.0,33472850.0,5.8,flint michigan|merger|michigan|nba|team,0.0,Neutral
The Pirates! Band of Misfits ,"['Adventure', 'Animation', 'Comedy', 'Family']",55000000.0,31051126.0,6.7,charles darwin|cutlass|pirate|queen victoria|scientist,0.0,Neutral
Changeling ,"['Crime', 'Drama', 'Mystery', 'Thriller']",55000000.0,35707327.0,7.8,execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction,0.0,Neutral
Chain Reaction ,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",50000000.0,20550712.0,5.6,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion,-0.45,Negative
The Fan ,"['Action', 'Drama', 'Sport', 'Thriller']",55000000.0,18573791.0,5.8,baseball|fan|obsession|salesman|san francisco giants,0.0,Neutral
The Phantom of the Opera ,"['Drama', 'Musical', 'Romance', 'Thriller']",70000000.0,51225796.0,7.4,based on stage musical based on novel|disfigurement|mask|opera|singer,0.0,Neutral
Elizabeth: The Golden Age ,"['Biography', 'Drama', 'History', 'War']",55000000.0,16264475.0,6.9,court|intrigue|queen|spain|virgin,0.0,Neutral
Æon Flux ,"['Action', 'Sci-Fi']",62000000.0,25857987.0,5.5,based on cult favorite|disease|female hero|female protagonist|future,0.0,Neutral
Gods and Generals ,"['Drama', 'History', 'War']",56000000.0,12870569.0,6.3,confederacy|hero|prequel|stonewall jackson|war hero,0.0,Neutral
Turbulence ,"['Action', 'Thriller']",71000000.0,11466088.0,4.7,airplane|christmas|marshal|pilot|u.s. marshal,0.0,Neutral
Imagine That ,"['Comedy', 'Drama', 'Family', 'Fantasy']",55000000.0,16088610.0,5.6,blanket|competition|family relationships|feather|sleepover,0.0,Neutral
Muppets Most Wanted ,"['Adventure', 'Comedy', 'Crime', 'Family', 'Musical']",50000000.0,51178893.0,6.4,europe|frog|gulag|prison break|puppet,0.0,Neutral
Thunderbirds ,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",57000000.0,6768055.0,4.2,astronaut|island|lady penelope|rescue|the hood,0.0,Neutral
Burlesque ,"['Drama', 'Music', 'Musical', 'Romance']",55000000.0,39440655.0,6.4,burlesque|dancer|iowa|small town girl|stage,0.0,Neutral
A Very Long Engagement ,"['Drama', 'Mystery', 'Romance', 'War']",47000000.0,6167817.0,7.7,court martial|death|girl|no man's land|soldier,0.0,Neutral
Blade II ,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",54000000.0,81645152.0,6.7,blade the character|cult film|mutation|vampire|warrior,0.0,Neutral
Seven Pounds ,"['Drama', 'Romance']",55000000.0,69951824.0,7.7,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption,0.0,Neutral
Bullet to the Head ,"['Action', 'Thriller']",55000000.0,9483821.0,5.7,bar|bullet|corruption|detective|lawyer,0.0,Neutral
The Godfather: Part III ,"['Crime', 'Drama']",54000000.0,66676062.0,7.6,1970s|family relationships|mob hit|opera|repeating history,0.0,Neutral
Elizabethtown ,"['Comedy', 'Drama', 'Romance']",57000000.0,26838389.0,6.4,flight|flight attendant|kentucky|shoes|travel,0.0,Neutral
"You, Me and Dupree ","['Comedy', 'Romance']",54000000.0,75604320.0,5.6,best friend|foot fetish|houseguest|newlywed|wedding,1.0,Positive
Superman II ,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",54000000.0,108200000.0,6.8,alien invasion|based on comic book|flying superhero|phantom zone|revenge,0.0,Neutral
Gigli ,"['Comedy', 'Crime', 'Romance']",54000000.0,5660084.0,2.4,gangster|hospital|lesbian|mob|thug,0.0,Neutral
All the King's Men ,"['Drama', 'Thriller']",55000000.0,7221458.0,6.2,governor|journalist|louisiana|mistress|politician,0.0,Neutral
Shaft ,"['Action', 'Crime', 'Thriller']",46000000.0,70327868.0,5.9,blaxploitation|detective|drugs|shaft|trial,0.0,Neutral
Anastasia ,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical', 'Mystery', 'Romance']",50000000.0,58297830.0,7.1,amnesia|reference to anastasia romanov|romanov|russia|russian revolution,0.0,Neutral
Moulin Rouge! ,"['Drama', 'Musical', 'Romance']",52500000.0,57386369.0,7.6,death of main character|eiffel tower paris|jealousy|tragedy|two suitors,0.17,Positive
Domestic Disturbance ,"['Crime', 'Mystery', 'Thriller']",53000000.0,45207112.0,5.5,amateur detective|boat builder|boy|stepfather|witness,-0.25,Negative
Black Mass ,"['Biography', 'Crime', 'Drama']",53000000.0,62563543.0,7.0,based on true story|boston massachusetts|fbi agent|gangster|true crime,0.35,Positive
Flags of Our Fathers ,"['Drama', 'History', 'War']",90000000.0,33574332.0,7.1,imperial japan|japan|japanese army|japanese soldier|world war two,0.0,Neutral
Law Abiding Citizen ,"['Crime', 'Drama', 'Thriller']",50000000.0,73343413.0,7.4,attorney|deal|district attorney|investigation|justice,0.0,Neutral
Grindhouse ,"['Action', 'Horror', 'Thriller']",53000000.0,25031037.0,7.6,anthropophagus|blood and gore|double feature|real twins playing twins|zombie,0.0,Neutral
Beloved ,"['Drama', 'History', 'Horror']",55000000.0,22843047.0,5.9,farm|freedom|ohio|slavery|spirit,0.0,Neutral
Lucky You ,"['Drama', 'Romance', 'Sport']",55000000.0,5755286.0,5.9,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms,0.0,Neutral
Catch Me If You Can ,"['Biography', 'Crime', 'Drama']",52000000.0,164435221.0,8.0,attorney|cat and mouse|fbi|pan am|pilot,0.0,Neutral
Zero Dark Thirty ,"['Drama', 'History', 'Thriller']",40000000.0,95720716.0,7.4,al qaeda|cia|interrogation|lie|navy seal,0.0,Neutral
The Break-Up ,"['Comedy', 'Drama', 'Romance']",52000000.0,118683135.0,5.8,art|break up|football video game|kitchen|talking to one's self in a mirror,0.0,Neutral
Mamma Mia! ,"['Comedy', 'Family', 'Musical', 'Romance']",52000000.0,143704210.0,6.3,bride|greece|island|mediterranean|wedding,0.0,Neutral
Valentine's Day ,"['Comedy', 'Romance']",52000000.0,110476776.0,5.7,flower|indian restaurant|tv station|valentine|valentine's day,0.0,Neutral
The Dukes of Hazzard ,"['Action', 'Adventure', 'Comedy']",50000000.0,80270227.0,5.1,1969 dodge charger|bikini|farm|misogynist|tow truck,0.0,Neutral
The Thin Red Line ,"['Drama', 'War']",52000000.0,36385763.0,7.6,battle|hill|jungle|multiple perspectives|tropical island,0.0,Neutral
The Change-Up ,"['Comedy', 'Fantasy']",52000000.0,37035845.0,6.4,best friend|fountain|law firm|lawyer|sex,1.0,Positive
Man on the Moon ,"['Biography', 'Comedy', 'Drama']",52000000.0,34580635.0,7.4,andy kaufman|comedian|eccentric|wrestler|wrestling,0.0,Neutral
Casino ,"['Biography', 'Crime', 'Drama']",52000000.0,42438300.0,8.2,car bomb|card cheat|cash|casino|gambling syndicate,0.0,Neutral
From Paris with Love ,"['Action', 'Thriller']",52000000.0,23324666.0,6.5,ambassador|cia|dinner|spy|terrorist,0.0,Neutral
Bulletproof Monk ,"['Action', 'Comedy', 'Fantasy']",52000000.0,23020488.0,5.5,monastery|monk|scroll|tibetan|tibetan monk,0.0,Neutral
"Me, Myself & Irene ",['Comedy'],51000000.0,90567722.0,6.5,dissociative identity disorder|limousine|multiple personality|police|rhode island,0.0,Neutral
Barnyard ,"['Animation', 'Comedy', 'Family']",51000000.0,72601713.0,5.6,cow|farmer|howl|howling at the moon|vegetarian,0.0,Neutral
The Twilight Saga: New Moon ,"['Adventure', 'Drama', 'Fantasy', 'Romance']",50000000.0,296623634.0,4.6,forks washington|protecting a woman|title same as book|vampire|werewolf,0.0,Neutral
Shrek ,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",60000000.0,267652016.0,7.9,donkey|fairy tale|ogre|princess|swamp,0.0,Neutral
The Adjustment Bureau ,"['Romance', 'Sci-Fi', 'Thriller']",50200000.0,62453315.0,7.1,love at first sight|obscene finger gesture|rain|teleportation|three word title,0.38,Positive
Robin Hood: Prince of Thieves ,"['Action', 'Adventure', 'Drama', 'Romance']",48000000.0,165500000.0,6.9,balladeer|crusades|england|king|modern minstrel,0.0,Neutral
Jerry Maguire ,"['Comedy', 'Drama', 'Romance', 'Sport']",50000000.0,153620822.0,7.3,agent|career|client|fiance|sports agent,0.0,Neutral
Ted ,"['Comedy', 'Fantasy']",50000000.0,218628680.0,7.0,2010s|car accident|sex scene|teddy bear|testicle,0.0,Neutral
As Good as It Gets ,"['Comedy', 'Drama', 'Romance']",50000000.0,147637474.0,7.7,dog|friendship|neighbor|unlikely friendship|writer,0.0,Neutral
Patch Adams ,"['Biography', 'Comedy', 'Drama', 'Romance']",50000000.0,135014968.0,6.7,doctor|hospital|mental institution|nurse|student,0.0,Neutral
Anchorman 2: The Legend Continues ,['Comedy'],50000000.0,2175312.0,6.3,fame|father son relationship|interracial kiss|interracial relationship|interracial sex,0.0,Neutral
Mr. Deeds ,"['Comedy', 'Romance']",50000000.0,126203320.0,5.8,abbreviation in title|reporter|small town|sudden wealth|unknowing heir,0.0,Neutral
Super 8 ,"['Mystery', 'Sci-Fi', 'Thriller']",50000000.0,126975169.0,7.1,deputy|group of friends|time|train|train crash,0.0,Neutral
Erin Brockovich ,"['Biography', 'Drama']",52000000.0,125548685.0,7.3,contamination|corporate crime|environmental issue|female protagonist|working single mother,-0.07,Negative
How to Lose a Guy in 10 Days ,"['Comedy', 'Romance']",50000000.0,105807520.0,6.4,advertising executive|diamond|magazine|party|wager,0.0,Neutral
22 Jump Street ,"['Action', 'Comedy', 'Crime']",50000000.0,191616238.0,7.1,college|drugs|hidden camera|tattoo|undercover,0.0,Neutral
Interview with the Vampire: The Vampire Chronicles ,"['Drama', 'Fantasy', 'Horror']",60000000.0,105264608.0,7.6,betrayal|dangerous friend|gothic|monster as victim|vampire,0.0,Neutral
Yes Man ,"['Comedy', 'Romance']",70000000.0,97680195.0,6.8,best friend|dvd|girlfriend|loan|self help,1.0,Positive
Central Intelligence ,"['Action', 'Comedy', 'Crime']",50000000.0,126088877.0,6.6,accountant|blooper|espionage|facebook|high school reunion,0.0,Neutral
Stepmom ,"['Comedy', 'Drama']",50000000.0,91030827.0,6.7,attorney|cancer|custody|fashion photographer|photographer,0.0,Neutral
Daddy's Home ,"['Comedy', 'Family']",50000000.0,150315155.0,6.1,biological father|dad|drinking|product placement|wilhelm scream,0.0,Neutral
Into the Woods ,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Musical']",50000000.0,127997349.0,6.0,based on stage musical|cinderella|little red riding hood|singing|witch,0.0,Neutral
Inside Man ,"['Crime', 'Drama', 'Mystery', 'Thriller']",45000000.0,88504640.0,7.6,bank|detective|negotiation|police|robber,0.0,Neutral
Payback ,"['Action', 'Crime', 'Drama', 'Thriller']",50000000.0,81517441.0,7.1,anti hero|criminal|greed|prostitute|tough guy,0.0,Neutral
Congo ,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",50000000.0,81022333.0,5.0,captain|congo|expedition|laser|lost city,0.0,Neutral
Knowing ,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",50000000.0,79948113.0,6.2,disaster|end of the world|number|student|time capsule,0.0,Neutral
Failure to Launch ,"['Comedy', 'Romance']",50000000.0,88658172.0,5.6,friend|intervention|moving|secret|slacker,0.0,Neutral
"Crazy, Stupid, Love. ","['Comedy', 'Drama', 'Romance']",50000000.0,84244877.0,7.4,bar|divorce|friend|girl|male objectification,0.0,Neutral
Garfield ,"['Animation', 'Comedy', 'Family', 'Fantasy']",35000000.0,75367693.0,5.0,cat|dog|first part|lasagna|veterinarian,0.0,Neutral
Christmas with the Kranks ,"['Comedy', 'Family']",60000000.0,73701902.0,5.2,act of kindness|christmas|christmas eve|neighbor|vacation,0.0,Neutral
Moneyball ,"['Biography', 'Drama', 'Sport']",50000000.0,75605492.0,7.6,baseball|meeting|statistics|strategy|voice over,0.0,Neutral
Outbreak ,"['Action', 'Drama', 'Thriller']",50000000.0,67823573.0,6.6,disease|epidemic|monkey|quarantine|virus,0.0,Neutral
Non-Stop ,"['Action', 'Mystery', 'Thriller']",50000000.0,91439400.0,7.0,air marshal|death|passenger|terrorist|transatlantic flight,0.0,Neutral
Race to Witch Mountain ,"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi', 'Thriller']",65000000.0,67128202.0,5.7,alien|military|mountain|spacecraft|ufo,0.0,Neutral
V for Vendetta ,"['Action', 'Drama', 'Thriller']",54000000.0,70496802.0,8.2,dystopia|freedom|government|revolution|terrorist,0.0,Neutral
Shanghai Knights ,"['Action', 'Adventure', 'Comedy']",50000000.0,60470220.0,6.2,1880s|arrow|imperial seal|murder|revenge,0.0,Neutral
Curious George ,"['Adventure', 'Animation', 'Comedy', 'Family']",50000000.0,58336565.0,6.6,hat|monkey|museum|shrine|yellow,0.0,Neutral
Herbie Fully Loaded ,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance', 'Sport']",50000000.0,66002004.0,4.7,automobile racing|car|mechanic|nascar|street racing,0.0,Neutral
Don't Say a Word ,"['Crime', 'Drama', 'Mystery', 'Thriller']",50000000.0,54997476.0,6.3,mental institution|post traumatic stress|psychiatrist|vomiting|voyeur,-0.1,Negative
Hansel & Gretel: Witch Hunters ,"['Action', 'Fantasy', 'Horror']",50000000.0,55682070.0,6.1,bounty hunter|brother sister team|death of loved one|hansel and gretel|supernatural power,0.7,Positive
Unfaithful ,"['Drama', 'Thriller']",50000000.0,52752475.0,6.7,erotic thriller|infidelity|marital infidelity|unfaithfulness|wife's lover murdered by husband,0.7,Positive
I Am Number Four ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",60000000.0,55092830.0,6.1,based on young adult novel|good versus evil|guardian|human alien|ohio,0.1,Positive
Syriana ,"['Drama', 'Thriller']",50000000.0,50815288.0,7.0,cia|hezbollah|lebanon|oil|prince,0.0,Neutral
13 Hours ,"['Action', 'Drama', 'Thriller', 'War']",50000000.0,52822418.0,7.4,based on true story|cia agent|libya|mercenary|u.s. ambassador,0.35,Positive
The Book of Life ,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",50000000.0,50150619.0,7.3,afterlife|bullfight|bullfighting|love triangle|mexico,0.0,Neutral
Firewall ,"['Crime', 'Thriller']",50000000.0,48745150.0,5.8,architect|bank|cayman islands|meeting|murder,0.0,Neutral
Absolute Power ,"['Action', 'Crime', 'Drama', 'Thriller']",50000000.0,50007168.0,6.7,death|death of wife|murder|thief|violence,0.0,Neutral
G.I. Jane ,"['Action', 'Drama', 'War']",50000000.0,48154732.0,5.8,feminism|hit in the crotch|kicked in the crotch|kicked in the testicles|navy,0.0,Neutral
The Game ,"['Drama', 'Mystery', 'Thriller']",50000000.0,48265581.0,7.8,birthday|falling through a glass roof|game|hitchcockian|suicide,0.0,Neutral
Silent Hill ,"['Adventure', 'Horror', 'Mystery']",50000000.0,46982632.0,6.6,gothic|police|police officer|silent hill|sleepwalking,0.0,Neutral
The Replacements ,"['Comedy', 'Sport']",50000000.0,44737059.0,6.5,coach|football player|misfits|strike|sumo wrestler,0.0,Neutral
American Reunion ,['Comedy'],50000000.0,56724080.0,6.7,bikini|female female kiss|high school reunion|outdoor sex|upskirt,0.0,Neutral
The Negotiator ,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",50000000.0,44484065.0,7.3,hostage|innocence|murder|negotiator|police,0.0,Neutral
Into the Storm ,"['Action', 'Thriller']",50000000.0,47553512.0,5.8,danger|graduation|storm|teenage boy|tornado,0.0,Neutral
Beverly Hills Cop III ,"['Action', 'Comedy', 'Crime', 'Thriller']",55000000.0,42610000.0,5.5,california|counterfeit|counterfeit money|money|theme park,0.0,Neutral
Gremlins 2: The New Batch ,"['Comedy', 'Fantasy', 'Horror']",50000000.0,41482207.0,6.3,gremlin|horror host|hulk hogan|monster|skyscraper,0.0,Neutral
The Judge ,"['Crime', 'Drama']",50000000.0,47105085.0,7.4,courtroom|dysfunctional family|indiana|lawyer|trial,0.0,Neutral
The Peacemaker ,"['Action', 'Thriller']",50000000.0,41256277.0,5.9,nuclear explosion|nuclear weapon|russia|train|train crash,0.0,Neutral
Resident Evil: Apocalypse ,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",45000000.0,50740078.0,6.2,cover up|monster|strong female character|strong female lead|zombie apocalypse,0.0,Neutral
Bridget Jones: The Edge of Reason ,"['Comedy', 'Drama', 'Romance']",40000000.0,40203020.0,5.9,american actress playing british character|intern|prison|six word title|thailand,0.0,Neutral
Out of Time ,"['Crime', 'Drama', 'Romance', 'Thriller']",50000000.0,40905277.0,6.5,cancer|florida|insurance|life insurance policy|small town,0.0,Neutral
On Deadly Ground ,"['Action', 'Adventure', 'Thriller']",50000000.0,38590500.0,4.4,environmental|murder|oil|oil spill|tribe,0.0,Neutral
The Adventures of Sharkboy and Lavagirl 3-D ,"['Action', 'Adventure', 'Family', 'Fantasy']",50000000.0,39177541.0,3.5,boy|bully|dream|dream sequence|planet,0.0,Neutral
The Beach ,"['Adventure', 'Drama', 'Thriller']",50000000.0,39778599.0,6.6,love|map|paradise|thailand|travel,0.0,Neutral
Raising Helen ,"['Comedy', 'Drama', 'Romance']",50000000.0,37486138.0,6.0,fashion show|female protagonist|love|pastor|queens new york city,0.14,Positive
Ninja Assassin ,"['Action', 'Crime', 'Thriller']",40000000.0,38105077.0,6.4,critically bashed|kung fu|martial artist|martial arts|ninja,0.0,Neutral
For Love of the Game ,"['Drama', 'Romance', 'Sport']",50000000.0,35168395.0,6.5,baseball|baseball movie|detroit tigers|perfect game|pitcher,0.0,Neutral
Striptease ,"['Comedy', 'Crime', 'Drama', 'Thriller']",40000000.0,32800000.0,4.3,bouncer|breasts|congressman|private dancer|stripper,0.0,Neutral
Marmaduke ,"['Comedy', 'Family']",50000000.0,33643461.0,4.2,dog|great dane|rivalry|talking animal|talking cat,0.0,Neutral
Hereafter ,"['Drama', 'Fantasy']",50000000.0,32741596.0,6.5,death|france|near death experience|tsunami|twin brother,0.0,Neutral
Murder by Numbers ,"['Crime', 'Mystery', 'Thriller']",50000000.0,31874869.0,6.1,disposing of a dead body|high school student|murder|sociopath|teenage boy,-0.2,Negative
Assassins ,"['Action', 'Crime', 'Thriller']",50000000.0,30306268.0,6.3,assassin|floppy disk|modem|rival|russian,0.0,Neutral
Hannibal Rising ,"['Crime', 'Drama', 'Thriller']",50000000.0,27667947.0,6.2,aunt|cannibalism|faked death|medical student|revenge,0.0,Neutral
The Story of Us ,"['Comedy', 'Drama', 'Romance']",50000000.0,27067160.0,5.9,four word title|husband wife relationship|male rear nudity|marriage|summer camp,0.0,Neutral
The Host ,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Thriller']",40000000.0,26616999.0,5.9,alien|alien creature|body snatching|desert|parasite,0.0,Neutral
Basic ,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",50000000.0,26536120.0,6.5,2000s|army|military crime|necklace yanked off|panama,0.0,Neutral
Blood Work ,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",50000000.0,26199517.0,6.4,boat|heart transplant|murder|serial killer|sister,0.0,Neutral
The International ,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",50000000.0,25450527.0,6.5,bank|chase|district attorney|interpol|murder,0.0,Neutral
Escape from L.A. ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",50000000.0,25407250.0,5.7,escape|island|los angeles california|machismo|president's daughter,0.0,Neutral
The Iron Giant ,"['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Sci-Fi']",70000000.0,23159305.0,8.0,boy|friend|government agent|maine|robot,0.0,Neutral
The Life Aquatic with Steve Zissou ,"['Adventure', 'Comedy', 'Drama']",50000000.0,24006726.0,7.3,expedition|oceanographer|sea|shark|team,0.0,Neutral
Free State of Jones ,"['Action', 'Biography', 'Drama', 'History', 'War']",50000000.0,20389967.0,6.7,american civil war|civil war|u.s. civil war,0.0,Neutral
The Life of David Gale ,"['Crime', 'Drama', 'Thriller']",50000000.0,19593740.0,7.5,activist|death|death row|murder|texas,0.0,Neutral
Man of the House ,"['Action', 'Comedy']",40000000.0,19118247.0,5.4,cheerleader|cheerleading movie|neo noir|neo western|texas ranger,0.0,Neutral
Run All Night ,"['Action', 'Crime', 'Drama', 'Thriller']",50000000.0,26442251.0,6.6,death|drug dealer|limousine|limousine driver|one night,0.0,Neutral
Eastern Promises ,"['Crime', 'Mystery', 'Thriller']",25000000.0,17114882.0,7.7,male pubic hair|pubic hair|russian|sex scene|turkish bath,0.0,Neutral
Into the Blue ,"['Action', 'Adventure', 'Crime', 'Thriller']",50000000.0,18472363.0,5.8,bahamas|blood splatter|cocaine|hairy chest|shark,0.0,Neutral
The Messenger: The Story of Joan of Arc ,"['Adventure', 'Biography', 'Drama', 'History', 'War']",390000000.0,14131298.0,6.4,cathedral|dauphin|france|trial|wartime rape,0.0,Neutral
Your Highness ,"['Adventure', 'Comedy', 'Fantasy']",49900000.0,21557240.0,5.6,knight|prince|quest|rescue|thong bikini,0.0,Neutral
Dream House ,"['Drama', 'Mystery', 'Thriller']",55000000.0,21283440.0,6.0,closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train,0.0,Neutral
Mad City ,"['Crime', 'Drama', 'Thriller']",50000000.0,10556196.0,6.2,hostage|museum|natural history museum|news reporter|reporter,0.0,Neutral
Baby's Day Out ,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Family']",50000000.0,16671505.0,5.9,baby|baby boy|kidnapping|kidnapping a child|taxi,0.0,Neutral
The Scarlet Letter ,"['Drama', 'Romance']",50000000.0,10400000.0,5.1,17th century|adultery|letter|pubic hair|swimming,0.0,Neutral
Fair Game ,"['Biography', 'Drama', 'Thriller']",22000000.0,9528092.0,6.8,bush administration|cia|interview|iraq|new york times,0.0,Neutral
Domino ,"['Action', 'Biography', 'Crime', 'Drama', 'Thriller']",50000000.0,10137232.0,6.0,bounty hunter|fbi|female bounty hunter|female nudity|reality show,0.0,Neutral
Jade ,"['Crime', 'Drama', 'Thriller']",50000000.0,9795017.0,5.1,blackmail|investigation|murder|panties pulled down|prostitution,0.0,Neutral
Gamer ,"['Action', 'Sci-Fi', 'Thriller']",50000000.0,20488579.0,5.8,battle|convict|death|mind control|role playing,0.0,Neutral
Beautiful Creatures ,"['Drama', 'Fantasy', 'Romance']",60000000.0,19445217.0,6.2,dream|escape|magic|magic spell|small town,0.0,Neutral
Death to Smoochy ,"['Comedy', 'Crime', 'Drama', 'Thriller']",55000000.0,8355815.0,6.4,children|children's tv show|money|revenge|scandal,0.0,Neutral
Zoolander 2 ,['Comedy'],50000000.0,28837115.0,4.8,chosen one|fashion|fashion model|model|retired,0.0,Neutral
The Big Bounce ,"['Comedy', 'Crime']",50000000.0,6471394.0,4.9,breasts|consensual sex|female nudity|judge|surfer,0.0,Neutral
What Planet Are You From? ,"['Comedy', 'Sci-Fi']",50000000.0,6291602.0,5.6,alien|baby|banker|pregnancy|question in title,0.0,Neutral
Drive Angry ,"['Action', 'Fantasy', 'Thriller']",50000000.0,10706786.0,5.5,baby|cult|oklahoma|sex scene|waitress,0.0,Neutral
Street Fighter: The Legend of Chun-Li ,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",18000000.0,8742261.0,3.7,chun li|crime fighter|gangster|mobster|rescue,0.0,Neutral
The One ,"['Action', 'Sci-Fi', 'Thriller']",49000000.0,43905746.0,5.9,fight|multiverse|police|police officer|prison,0.0,Neutral
The Adventures of Ford Fairlane ,"['Action', 'Adventure', 'Comedy', 'Crime', 'Music', 'Mystery']",40000000.0,21413502.0,6.3,detective|groupie|murder|music industry|rock n roll,0.0,Neutral
Traffic ,"['Crime', 'Drama', 'Thriller']",48000000.0,124107476.0,7.6,cocaine|drug smuggling|interlinked stories|judge|mexico,0.0,Neutral
Indiana Jones and the Last Crusade ,"['Action', 'Adventure', 'Fantasy']",48000000.0,197171806.0,8.3,castle|diary|holy grail|map|nazi,0.0,Neutral
Chappie ,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",49000000.0,31569268.0,6.9,artificial intelligence|consciousness|future|mind uploading|robot,-0.6,Negative
The Bone Collector ,"['Crime', 'Drama', 'Mystery', 'Thriller']",48000000.0,66488090.0,6.7,new york city|police|quadriplegic|serial killer|suicide,0.14,Positive
Panic Room ,"['Crime', 'Drama', 'Thriller']",48000000.0,95308367.0,6.8,brownstone|burglar|money|panic|panic room,0.0,Neutral
